Rack Number,Rack Number_photo,Label1,Label1_photo,Label2,Label2_photo,Label3,Label3_photo,Label4,Label4_photo,Timestamp
"BH08","rack_photo_1769070292991.jpg","RH20260121","label1_photo_1769070302446.jpg","RH20260121","label2_photo_1769070309610.jpg","RH20260121","general_photo_1769070317319.jpg","RH20260121","general_photo_1769070325473.jpg","01/22/2026 16:25"
