Rack Number,Rack Number_photo,Label1,Label1_photo,Label2,Label2_photo,Timestamp
"RH20260121","rack_photo_1769070380953.jpg","BHO8","label1_photo_1769070389589.jpg","RH20260121","label2_photo_1769070396784.jpg","01/22/2026 16:26"
