Rack Number,Rack Number_photo,Label1,Label1_photo,Label2,Label2_photo,Timestamp
"BH08","rack_photo_1769070241863.jpg","RH20260121","label1_photo_1769070249890.jpg","RH20260121","label2_photo_1769070259338.jpg","01/22/2026 16:24"
