Rack Number,Label1,Label1_photo,Label2,Label2_photo,Timestamp
"upsite","rack_photo_1769066568164.jpg","SWITCH 24","label1_photo_1769066598234.jpg","NAS 14","label2_photo_1769066620867.jpg","01/22/2026 15:23"
"DX-PD265","rack_photo_1769066676437.jpg","Desk 1","label1_photo_1769066763995.jpg","WARE HOUSE","label2_photo_1769066740518.jpg","01/22/2026 15:26"
