Rack Number,Rack Number_photo,Label1,Label1_photo,Label2,Label2_photo,Timestamp
"BH09","rack_photo_1769054991860.jpg","A B C D 1 2 3 4","label1_photo_1769055003001.jpg","BH08","label2_photo_1769055013053.jpg","01/22/2026 12:10"
