Rack Number,Label1,Label1_photo,Label2,Label2_photo,Timestamp
BHO9,RH20260121,"label1_photo_1768981304108.jpg",A B C D 1 2 3 4,"label2_photo_1768981315406.jpg",01/21/2026 15:42
